75,サイドレイズ,8,12,3,S,https://www.youtube.com/embed/iyG4kZcc_tY
76,ケーブルプッシュダウン,15,20,3,S,https://www.youtube.com/embed/bcHyj5v44wc
77,ラットプルダウン,8,12,3,T,https://www.youtube.com/embed/HKWTXnnMTnA
78,シーテッドローイング,8,12,3,T,https://www.youtube.com/embed/oWemJmyof-g
79,アームカール,8,12,3,T,https://www.youtube.com/embed/RFhNsarWNc0
80,クランチ,15,20,3,T,https://www.youtube.com/embed/eDYn0DXfc5g
81,スクワット,8,12,3,U,https://www.youtube.com/embed/Ooh9UadsZgc
82,レッグエクステンション,10,15,3,U,https://www.youtube.com/embed/7TYGDkrfv-c
83,ブルガリアンスクワット,10,15,3,U,https://www.youtube.com/embed/qT_9rcwDTLI
84,アブローラー,15,20,3,U,https://www.youtube.com/embed/0elA_tn8m_A
85,ベンチプレス,6,10,3,V,https://www.youtube.com/embed/EnncONDxMWU
86,インクラインベンチプレス,8,12,3,V,https://www.youtube.com/embed/9dWFuDJIEKE
87,ダンベルフライ,10,15,3,V,https://www.youtube.com/embed/lJgYWy4FMIw
88,ケーブルプッシュダウン,10,15,3,V,https://www.youtube.com/embed/bcHyj5v44wc
89,スクワット,6,10,3,W,https://www.youtube.com/embed/Ooh9UadsZgc
90,レッグエクステンション,10,15,3,W,https://www.youtube.com/embed/7TYGDkrfv-c
91,ブルガリアンスクワット,10,15,3,W,https://www.youtube.com/embed/qT_9rcwDTLI
92,アブローラー,10,15,3,W,https://www.youtube.com/embed/0elA_tn8m_A
93,ショルダープレス,8,12,3,X,https://www.youtube.com/embed/BNycNbf976k
94,サイドレイズ,10,15,3,X,https://www.youtube.com/embed/iyG4kZcc_tY
95,リアレイズ,10,15,3,X,https://www.youtube.com/embed/5aiiFN6SqQU
96,ディップス,15,20,3,X,https://www.youtube.com/embed/Aa3UT4KG7WY
97,デッドリフト,6,10,3,Y,https://www.youtube.com/embed/i0wMqM5iKqg
98,ラットプルダウン,10,15,3,Y,https://www.youtube.com/embed/HKWTXnnMTnA
99,シーテッドローイング,10,15,3,Y,https://www.youtube.com/embed/oWemJmyof-g
100,アームカール,10,15,3,Y,https://www.youtube.com/embed/RFhNsarWNc0
101,ベンチプレス,6,10,3,Z,https://www.youtube.com/embed/EnncONDxMWU
102,インクラインベンチプレス,8,12,3,Z,https://www.youtube.com/embed/9dWFuDJIEKE
103,アームカール,10,15,3,Z,https://www.youtube.com/embed/RFhNsarWNc0
104,ケーブルクロスオーバー,10,15,3,Z,https://www.youtube.com/embed/brKDh7AIOuw
105,アームカール,10,15,3,AA,https://www.youtube.com/embed/RFhNsarWNc0
106,ケーブルプッシュダウン,10,15,3,AA,https://www.youtube.com/embed/bcHyj5v44wc
107,インクラインアームカール,10,15,3,AA,https://www.youtube.com/embed/VvDcIj-k5r0
108,トライセプスエクステンション,10,15,3,AA,https://www.youtube.com/embed/N_gN0ZmWhOg
109,スクワット,6,10,3,AB,https://www.youtube.com/embed/Ooh9UadsZgc
110,レッグエクステンション,10,15,3,AB,https://www.youtube.com/embed/7TYGDkrfv-c
111,レッグカール,10,15,3,AB,https://www.youtube.com/embed/xMcjjK0E0m8
112,ブルガリアンスクワット,10,15,3,AB,https://www.youtube.com/embed/qT_9rcwDTLI
113,ショルダープレス,8,12,3,AC,https://www.youtube.com/embed/BNycNbf976k
114,サイドレイズ,10,15,3,AC,https://www.youtube.com/embed/iyG4kZcc_tY
115,リアレイズ,10,15,3,AC,https://www.youtube.com/embed/5aiiFN6SqQU
116,ディップス,15,20,3,AC,https://www.youtube.com/embed/Aa3UT4KG7WY
117,デッドリフト,6,10,3,AD,https://www.youtube.com/embed/i0wMqM5iKqg
118,ラットプルダウン,8,12,3,AD,https://www.youtube.com/embed/HKWTXnnMTnA
119,ベントオーバーロウ,8,12,3,AD,https://www.youtube.com/embed/MaKZGjih2Es
120,ハンマーカール,10,15,3,AD,https://www.youtube.com/embed/cplAEbHga_k
121,ブルガリアンスクワット,10,15,3,AE,https://www.youtube.com/embed/qT_9rcwDTLI
122,ヒップスラスト,10,15,3,AE,
123,レッグカール,10,15,3,AE,https://www.youtube.com/embed/xMcjjK0E0m8
124,ルーマニアンデッドリフト,10,15,3,AE,https://www.youtube.com/embed/i0wMqM5iKqg
125,スミススクワット,10,15,3,AF,https://www.youtube.com/embed/Ooh9UadsZgc
126,ブルガリアンスクワット,10,15,3,AF,https://www.youtube.com/embed/qT_9rcwDTLI
127,レッグカール,10,15,3,AF,https://www.youtube.com/embed/xMcjjK0E0m8
128,レッグプレス,10,15,3,AF,https://www.youtube.com/embed/XdLMU3uqKvI
129,デッドリフト,10,15,3,AG,https://www.youtube.com/embed/i0wMqM5iKqg
130,ルーマニアンデッドリフト,10,15,3,AG,https://www.youtube.com/embed/i0wMqM5iKqg
131,ヒップスラスト,10,15,3,AG,
132,レッグレイズ,10,15,3,AG,
133,ブルガリアンスクワット,10,15,3,AH,https://www.youtube.com/embed/qT_9rcwDTLI
134,レッグカール,10,15,3,AH,https://www.youtube.com/embed/xMcjjK0E0m8
135,ヒップスラスト,10,15,3,AH,
136,ルーマニアンデッドリフト,10,15,3,AH,https://www.youtube.com/embed/i0wMqM5iKqg
137,スミススクワット,10,15,3,AI,https://www.youtube.com/embed/Ooh9UadsZgc
138,ブルガリアンスクワット,10,15,3,AI,https://www.youtube.com/embed/qT_9rcwDTLI
139,レッグカール,10,15,3,AI,https://www.youtube.com/embed/xMcjjK0E0m8
140,レッグレイズ,10,15,3,AI,
141,デッドリフト,10,15,3,AJ,https://www.youtube.com/embed/i0wMqM5iKqg
142,レッグプレス,10,15,3,AJ,https://www.youtube.com/embed/XdLMU3uqKvI
143,レッグカール,10,15,3,AJ,https://www.youtube.com/embed/xMcjjK0E0m8
144,ヒップスラスト,10,15,3,AJ,
145,インクラインベンチプレス,8,12,3,AK,https://www.youtube.com/embed/9dWFuDJIEKE
146,ブルガリアンスクワット,10,15,3,AK,https://www.youtube.com/embed/qT_9rcwDTLI
147,ラットプルダウン,10,15,3,AK,https://www.youtube.com/embed/HKWTXnnMTnA
148,ケーブルプッシュダウン,15,20,3,AK,https://www.youtube.com/embed/bcHyj5v44wc
149,インクラインベンチプレス,8,12,3,AL,https://www.youtube.com/embed/9dWFuDJIEKE
150,ダンベルフライ,10,15,3,AL,https://www.youtube.com/embed/lJgYWy4FMIw
151,サイドレイズ,10,15,3,AL,https://www.youtube.com/embed/iyG4kZcc_tY
152,ケーブルプッシュダウン,15,20,3,AL,https://www.youtube.com/embed/bcHyj5v44wc
153,ブルガリアンスクワット,10,15,3,AM,https://www.youtube.com/embed/qT_9rcwDTLI
154,ルーマニアンデッドリフト,10,15,3,AM,https://www.youtube.com/embed/i0wMqM5iKqg
155,ラットプルダウン,10,15,3,AM,https://www.youtube.com/embed/HKWTXnnMTnA
156,アブローラー,10,15,3,AM,https://www.youtube.com/embed/0elA_tn8m_A
157,インクラインベンチプレス,8,12,3,AN,https://www.youtube.com/embed/9dWFuDJIEKE
158,ダンベルフライ,10,15,3,AN,https://www.youtube.com/embed/lJgYWy4FMIw
159,サイドレイズ,10,15,3,AN,https://www.youtube.com/embed/iyG4kZcc_tY
160,ケーブルプッシュダウン,15,20,3,AN,https://www.youtube.com/embed/bcHyj5v44wc
161,スクワット,10,15,3,AO,https://www.youtube.com/embed/Ooh9UadsZgc
162,ブルガリアンスクワット,10,15,3,AO,https://www.youtube.com/embed/qT_9rcwDTLI
163,ルーマニアンデッドリフト,10,15,3,AO,https://www.youtube.com/embed/i0wMqM5iKqg
164,アブローラー,10,15,3,AO,https://www.youtube.com/embed/0elA_tn8m_A
165,ショルダープレス,10,15,3,AP,https://www.youtube.com/embed/BNycNbf976k
166,サイドレイズ,15,20,3,AP,https://www.youtube.com/embed/iyG4kZcc_tY
167,ラットプルダウン,10,15,3,AP,https://www.youtube.com/embed/HKWTXnnMTnA
168,シーテッドローイング,10,15,3,AP,https://www.youtube.com/embed/oWemJmyof-g
169,インクラインベンチプレス,8,12,3,AQ,https://www.youtube.com/embed/9dWFuDJIEKE
170,ダンベルフライ,10,15,3,AQ,https://www.youtube.com/embed/lJgYWy4FMIw
171,ケーブルクロスオーバー,15,20,3,AQ,https://www.youtube.com/embed/brKDh7AIOuw
172,ケーブルプッシュダウン,15,20,3,AQ,https://www.youtube.com/embed/bcHyj5v44wc
173,スクワット,10,15,3,AR,https://www.youtube.com/embed/Ooh9UadsZgc
174,ブルガリアンスクワット,10,15,3,AR,https://www.youtube.com/embed/qT_9rcwDTLI
175,レッグカール,10,15,3,AR,https://www.youtube.com/embed/xMcjjK0E0m8
176,レッグレイズ,10,15,3,AR,
177,ショルダープレス,10,15,3,AS,https://www.youtube.com/embed/BNycNbf976k
178,サイドレイズ,15,20,3,AS,https://www.youtube.com/embed/iyG4kZcc_tY
179,リアレイズ,10,15,3,AS,https://www.youtube.com/embed/5aiiFN6SqQU
180,ディップス,10,15,3,AS,https://www.youtube.com/embed/Aa3UT4KG7WY
181,ラットプルダウン,10,15,3,AT,https://www.youtube.com/embed/HKWTXnnMTnA
182,シーテッドローイング,10,15,3,AT,https://www.youtube.com/embed/oWemJmyof-g
183,ルーマニアンデッドリフト,10,15,3,AT,https://www.youtube.com/embed/i0wMqM5iKqg
184,アブローラー,10,15,3,AT,https://www.youtube.com/embed/0elA_tn8m_A
